ENS	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000279118	3.371971735	0.2364262	0.154162798	1.533613832	0.125124683	NA
ENSG00000279119	0	NA	NA	NA	NA	NA
ENSG00000279120	0	NA	NA	NA	NA	NA
ENSG00000279121	0	NA	NA	NA	NA	NA
ENSG00000279122	0.463840692	-0.034889643	0.066728723	-0.522857949	0.60107311	NA
ENSG00000279123	0	NA	NA	NA	NA	NA
ENSG00000279124	0	NA	NA	NA	NA	NA
ENSG00000279125	0	NA	NA	NA	NA	NA
ENSG00000279126	0	NA	NA	NA	NA	NA
ENSG00000279127	0	NA	NA	NA	NA	NA
ENSG00000279128	0	NA	NA	NA	NA	NA
ENSG00000279129	0	NA	NA	NA	NA	NA
ENSG00000279130	2.512207908	0.106530184	0.135996892	0.783328073	0.433434482	NA
ENSG00000279131	0	NA	NA	NA	NA	NA
ENSG00000279132	0	NA	NA	NA	NA	NA
ENSG00000279133	9.740912697	0.091991123	0.237677703	0.387041451	0.698725521	NA
ENSG00000279134	0	NA	NA	NA	NA	NA
ENSG00000279135	0	NA	NA	NA	NA	NA
ENSG00000279136	0	NA	NA	NA	NA	NA
ENSG00000279137	0	NA	NA	NA	NA	NA
ENSG00000279138	0.539445572	0.002917979	0.067573295	0.043182427	0.965556113	NA
ENSG00000279139	0.203215858	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000279140	4.609038515	-0.007052569	0.164165026	-0.042960242	0.965733227	NA
ENSG00000279141	0	NA	NA	NA	NA	NA
ENSG00000279142	0	NA	NA	NA	NA	NA
ENSG00000279143	0	NA	NA	NA	NA	NA
ENSG00000279144	1.422511009	0.083582778	0.096009187	0.870570626	0.383988641	NA
ENSG00000279145	1.073488267	0.010762517	0.091391627	0.117762619	0.906255749	NA
ENSG00000279146	0	NA	NA	NA	NA	NA
ENSG00000279147	0	NA	NA	NA	NA	NA
ENSG00000279148	7.549712791	-0.223760367	0.219256488	-1.020541601	0.30747167	NA
ENSG00000279149	1.323604519	0.094536414	0.101782943	0.928804098	0.35299062	NA
ENSG00000279150	0	NA	NA	NA	NA	NA
ENSG00000279151	0	NA	NA	NA	NA	NA
ENSG00000279152	0	NA	NA	NA	NA	NA
ENSG00000279153	0	NA	NA	NA	NA	NA
ENSG00000279154	0	NA	NA	NA	NA	NA
ENSG00000279155	0	NA	NA	NA	NA	NA
ENSG00000279156	0	NA	NA	NA	NA	NA
ENSG00000279157	0	NA	NA	NA	NA	NA
ENSG00000279158	0	NA	NA	NA	NA	NA
ENSG00000279159	0	NA	NA	NA	NA	NA
ENSG00000279160	0.231920346	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000279161	0.307525226	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000279162	0	NA	NA	NA	NA	NA
ENSG00000279163	0	NA	NA	NA	NA	NA
ENSG00000279164	0	NA	NA	NA	NA	NA
ENSG00000279165	0	NA	NA	NA	NA	NA
ENSG00000279166	0	NA	NA	NA	NA	NA
ENSG00000279167	0	NA	NA	NA	NA	NA
ENSG00000279168	0	NA	NA	NA	NA	NA
ENSG00000279169	0	NA	NA	NA	NA	NA
ENSG00000279170	6.352012016	0.097715757	0.209507692	0.466406539	0.640924532	NA
ENSG00000279171	0	NA	NA	NA	NA	NA
ENSG00000279172	0	NA	NA	NA	NA	NA
ENSG00000279173	0	NA	NA	NA	NA	NA
ENSG00000279174	0	NA	NA	NA	NA	NA
ENSG00000279175	0.231920346	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000279176	0	NA	NA	NA	NA	NA
ENSG00000279177	0	NA	NA	NA	NA	NA
ENSG00000279178	0	NA	NA	NA	NA	NA
ENSG00000279179	0.922575679	0.055112783	0.078672807	0.700531554	0.483595407	NA
ENSG00000279180	0	NA	NA	NA	NA	NA
ENSG00000279181	0	NA	NA	NA	NA	NA
ENSG00000279182	0	NA	NA	NA	NA	NA
ENSG00000279183	0	NA	NA	NA	NA	NA
ENSG00000279184	0	NA	NA	NA	NA	NA
ENSG00000279185	0	NA	NA	NA	NA	NA
ENSG00000279186	0	NA	NA	NA	NA	NA
ENSG00000279187	0	NA	NA	NA	NA	NA
ENSG00000279188	0	NA	NA	NA	NA	NA
ENSG00000279189	0	NA	NA	NA	NA	NA
ENSG00000279190	0	NA	NA	NA	NA	NA
ENSG00000279191	3.472240586	-0.028964004	0.166398379	-0.174064221	0.861814991	NA
ENSG00000279192	0	NA	NA	NA	NA	NA
ENSG00000279193	0	NA	NA	NA	NA	NA
ENSG00000279194	0	NA	NA	NA	NA	NA
ENSG00000279195	0	NA	NA	NA	NA	NA
ENSG00000279196	0	NA	NA	NA	NA	NA
ENSG00000279197	0	NA	NA	NA	NA	NA
ENSG00000279198	0	NA	NA	NA	NA	NA
ENSG00000279199	0	NA	NA	NA	NA	NA
ENSG00000279200	0	NA	NA	NA	NA	NA
ENSG00000279201	0	NA	NA	NA	NA	NA
ENSG00000279202	0	NA	NA	NA	NA	NA
ENSG00000279203	1.016079292	0.061393896	0.082867424	0.740868886	0.458772942	NA
ENSG00000279204	0	NA	NA	NA	NA	NA
ENSG00000279205	0.406431717	0.035599077	0.066574226	0.534727612	0.592838225	NA
ENSG00000279206	0	NA	NA	NA	NA	NA
ENSG00000279208	0	NA	NA	NA	NA	NA
ENSG00000279209	0	NA	NA	NA	NA	NA
ENSG00000279210	0	NA	NA	NA	NA	NA
ENSG00000279211	0	NA	NA	NA	NA	NA
ENSG00000279212	0	NA	NA	NA	NA	NA
ENSG00000279213	0	NA	NA	NA	NA	NA
ENSG00000279214	0	NA	NA	NA	NA	NA
ENSG00000279216	0	NA	NA	NA	NA	NA
ENSG00000279217	0.203215858	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000279218	0	NA	NA	NA	NA	NA
ENSG00000279219	0	NA	NA	NA	NA	NA
ENSG00000279220	0	NA	NA	NA	NA	NA
ENSG00000279221	0	NA	NA	NA	NA	NA
ENSG00000279222	0.615050453	0.039531716	0.067078078	0.589338825	0.555634005	NA
ENSG00000279223	0	NA	NA	NA	NA	NA
ENSG00000279224	0	NA	NA	NA	NA	NA
ENSG00000279225	0	NA	NA	NA	NA	NA
ENSG00000279226	0	NA	NA	NA	NA	NA
ENSG00000279227	2.936883231	-0.071866895	0.157213981	-0.457127886	0.647579128	NA
ENSG00000279228	0	NA	NA	NA	NA	NA
ENSG00000279229	0	NA	NA	NA	NA	NA
ENSG00000279230	0	NA	NA	NA	NA	NA
ENSG00000279231	0	NA	NA	NA	NA	NA
ENSG00000279232	0	NA	NA	NA	NA	NA
ENSG00000279233	14.72163352	0.16167631	0.26134117	0.618640799	0.536153018	NA
ENSG00000279235	0	NA	NA	NA	NA	NA
ENSG00000279236	0	NA	NA	NA	NA	NA
ENSG00000279237	0	NA	NA	NA	NA	NA
ENSG00000279238	0	NA	NA	NA	NA	NA
ENSG00000279239	0	NA	NA	NA	NA	NA
ENSG00000279240	0	NA	NA	NA	NA	NA
ENSG00000279241	0	NA	NA	NA	NA	NA
ENSG00000279242	0	NA	NA	NA	NA	NA
ENSG00000279243	0	NA	NA	NA	NA	NA
ENSG00000279244	0	NA	NA	NA	NA	NA
ENSG00000279245	0	NA	NA	NA	NA	NA
ENSG00000279246	10.06906251	0.289391306	0.233468106	1.239532504	0.215148359	NA
ENSG00000279248	0	NA	NA	NA	NA	NA
ENSG00000279249	0	NA	NA	NA	NA	NA
ENSG00000279250	0	NA	NA	NA	NA	NA
ENSG00000279251	0	NA	NA	NA	NA	NA
ENSG00000279252	0.755799333	-0.055558356	0.07915472	-0.701895679	0.482744224	NA
ENSG00000279253	0	NA	NA	NA	NA	NA
ENSG00000279254	0	NA	NA	NA	NA	NA
ENSG00000279255	0	NA	NA	NA	NA	NA
ENSG00000279256	0	NA	NA	NA	NA	NA
ENSG00000279257	0	NA	NA	NA	NA	NA
ENSG00000279258	0	NA	NA	NA	NA	NA
ENSG00000279259	0.261939493	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000279260	0	NA	NA	NA	NA	NA
ENSG00000279261	0	NA	NA	NA	NA	NA
ENSG00000279262	0	NA	NA	NA	NA	NA
ENSG00000279263	0	NA	NA	NA	NA	NA
ENSG00000279264	0	NA	NA	NA	NA	NA
ENSG00000279265	2.66609469	-0.058962451	0.140980464	-0.418231358	0.675777971	NA
ENSG00000279266	0	NA	NA	NA	NA	NA
ENSG00000279267	0	NA	NA	NA	NA	NA
ENSG00000279268	0	NA	NA	NA	NA	NA
ENSG00000279269	0	NA	NA	NA	NA	NA
ENSG00000279270	0	NA	NA	NA	NA	NA
ENSG00000279271	0	NA	NA	NA	NA	NA
ENSG00000279272	0	NA	NA	NA	NA	NA
ENSG00000279273	0	NA	NA	NA	NA	NA
ENSG00000279274	0	NA	NA	NA	NA	NA
ENSG00000279275	0	NA	NA	NA	NA	NA
ENSG00000279276	0	NA	NA	NA	NA	NA
ENSG00000279277	0	NA	NA	NA	NA	NA
ENSG00000279278	0	NA	NA	NA	NA	NA
ENSG00000279279	0	NA	NA	NA	NA	NA
ENSG00000279281	1.827972939	-0.074635318	0.122670273	-0.608422207	0.542907487	NA
ENSG00000279282	0	NA	NA	NA	NA	NA
ENSG00000279283	1.224698028	0.089378904	0.099132192	0.901613315	0.367262315	NA
ENSG00000279284	0	NA	NA	NA	NA	NA
ENSG00000279285	0	NA	NA	NA	NA	NA
ENSG00000279286	0	NA	NA	NA	NA	NA
ENSG00000279287	0	NA	NA	NA	NA	NA
ENSG00000279288	0	NA	NA	NA	NA	NA
ENSG00000279289	0.927681383	-0.05584029	0.079312931	-0.704050263	0.481401472	NA
ENSG00000279290	0	NA	NA	NA	NA	NA
ENSG00000279291	0	NA	NA	NA	NA	NA
ENSG00000279292	0	NA	NA	NA	NA	NA
ENSG00000279293	0	NA	NA	NA	NA	NA
ENSG00000279294	0	NA	NA	NA	NA	NA
ENSG00000279295	0	NA	NA	NA	NA	NA
ENSG00000279296	0	NA	NA	NA	NA	NA
ENSG00000279297	0	NA	NA	NA	NA	NA
ENSG00000279298	0	NA	NA	NA	NA	NA
ENSG00000279299	0	NA	NA	NA	NA	NA
ENSG00000279300	0	NA	NA	NA	NA	NA
ENSG00000279301	0	NA	NA	NA	NA	NA
ENSG00000279302	0	NA	NA	NA	NA	NA
ENSG00000279303	0	NA	NA	NA	NA	NA
ENSG00000279304	0	NA	NA	NA	NA	NA
ENSG00000279305	0	NA	NA	NA	NA	NA
ENSG00000279306	0	NA	NA	NA	NA	NA
ENSG00000279307	2.414616078	0.111758281	0.124454406	0.897985736	0.369193154	NA
ENSG00000279308	0	NA	NA	NA	NA	NA
ENSG00000279309	0	NA	NA	NA	NA	NA
ENSG00000279310	0	NA	NA	NA	NA	NA
ENSG00000279311	0	NA	NA	NA	NA	NA
ENSG00000279312	1.845151358	0.102863164	0.105862405	0.971668492	0.331215496	NA
ENSG00000279313	0	NA	NA	NA	NA	NA
ENSG00000279314	0	NA	NA	NA	NA	NA
ENSG00000279315	0	NA	NA	NA	NA	NA
ENSG00000279316	0	NA	NA	NA	NA	NA
ENSG00000279317	0	NA	NA	NA	NA	NA
ENSG00000279319	0	NA	NA	NA	NA	NA
ENSG00000279320	2.151265388	-0.063548113	0.12932463	-0.491384458	0.623154555	NA
ENSG00000279321	0	NA	NA	NA	NA	NA
ENSG00000279322	0	NA	NA	NA	NA	NA
ENSG00000279323	0	NA	NA	NA	NA	NA
ENSG00000279324	0	NA	NA	NA	NA	NA
ENSG00000279325	0	NA	NA	NA	NA	NA
ENSG00000279326	0	NA	NA	NA	NA	NA
ENSG00000279327	0	NA	NA	NA	NA	NA
ENSG00000279328	0	NA	NA	NA	NA	NA
ENSG00000279329	0.989034339	-0.039318921	0.087932837	-0.447147189	0.65476879	NA
ENSG00000279330	0	NA	NA	NA	NA	NA
ENSG00000279331	0.203215858	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000279332	0	NA	NA	NA	NA	NA
ENSG00000279333	0	NA	NA	NA	NA	NA
ENSG00000279334	0	NA	NA	NA	NA	NA
ENSG00000279335	0	NA	NA	NA	NA	NA
ENSG00000279336	0	NA	NA	NA	NA	NA
ENSG00000279337	0	NA	NA	NA	NA	NA
ENSG00000279338	0	NA	NA	NA	NA	NA
ENSG00000279339	0	NA	NA	NA	NA	NA
ENSG00000279340	0	NA	NA	NA	NA	NA
ENSG00000279341	0	NA	NA	NA	NA	NA
ENSG00000279342	0	NA	NA	NA	NA	NA
ENSG00000279343	0	NA	NA	NA	NA	NA
ENSG00000279344	0	NA	NA	NA	NA	NA
ENSG00000279345	0	NA	NA	NA	NA	NA
ENSG00000279346	0	NA	NA	NA	NA	NA
ENSG00000279347	0	NA	NA	NA	NA	NA
ENSG00000279348	1.02148217	0.074846064	0.091127686	0.821331777	0.411457312	NA
ENSG00000279349	0.261939493	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000279351	0	NA	NA	NA	NA	NA
ENSG00000279352	0	NA	NA	NA	NA	NA
ENSG00000279353	0	NA	NA	NA	NA	NA
ENSG00000279354	0	NA	NA	NA	NA	NA
ENSG00000279355	1.23520661	-0.042514062	0.096253176	-0.441689966	0.658713572	NA
ENSG00000279356	0	NA	NA	NA	NA	NA
ENSG00000279357	0.307525226	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000279358	0	NA	NA	NA	NA	NA
ENSG00000279359	0	NA	NA	NA	NA	NA
ENSG00000279360	0	NA	NA	NA	NA	NA
ENSG00000279361	0	NA	NA	NA	NA	NA
ENSG00000279362	0	NA	NA	NA	NA	NA
ENSG00000279363	0	NA	NA	NA	NA	NA
ENSG00000279364	0	NA	NA	NA	NA	NA
ENSG00000279365	0	NA	NA	NA	NA	NA
ENSG00000279366	0	NA	NA	NA	NA	NA
ENSG00000279367	0	NA	NA	NA	NA	NA
ENSG00000279368	0	NA	NA	NA	NA	NA
ENSG00000279369	1.047757973	-0.062146303	0.083503494	-0.744235961	0.456733736	NA
ENSG00000279370	0	NA	NA	NA	NA	NA
ENSG00000279371	0	NA	NA	NA	NA	NA
ENSG00000279372	0.307525226	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000279373	0	NA	NA	NA	NA	NA
ENSG00000279374	0	NA	NA	NA	NA	NA
ENSG00000279375	0	NA	NA	NA	NA	NA
ENSG00000279376	0	NA	NA	NA	NA	NA
ENSG00000279377	0	NA	NA	NA	NA	NA
ENSG00000279378	0	NA	NA	NA	NA	NA
ENSG00000279379	0	NA	NA	NA	NA	NA
ENSG00000279380	0	NA	NA	NA	NA	NA
ENSG00000279381	0	NA	NA	NA	NA	NA
ENSG00000279382	0	NA	NA	NA	NA	NA
ENSG00000279383	0	NA	NA	NA	NA	NA
ENSG00000279384	3.235214536	0.115947388	0.153913494	0.753328277	0.451252671	NA
ENSG00000279385	0	NA	NA	NA	NA	NA
ENSG00000279386	0	NA	NA	NA	NA	NA
ENSG00000279387	0	NA	NA	NA	NA	NA
ENSG00000279388	0	NA	NA	NA	NA	NA
ENSG00000279390	0	NA	NA	NA	NA	NA
ENSG00000279391	0	NA	NA	NA	NA	NA
ENSG00000279392	0	NA	NA	NA	NA	NA
ENSG00000279393	0	NA	NA	NA	NA	NA
ENSG00000279394	0	NA	NA	NA	NA	NA
ENSG00000279395	0	NA	NA	NA	NA	NA
ENSG00000279396	0	NA	NA	NA	NA	NA
ENSG00000279397	0	NA	NA	NA	NA	NA
ENSG00000279398	0.56946472	0.001694407	0.069079364	0.024528412	0.980431121	NA
ENSG00000279399	0	NA	NA	NA	NA	NA
ENSG00000279400	0	NA	NA	NA	NA	NA
ENSG00000279401	0	NA	NA	NA	NA	NA
ENSG00000279402	0	NA	NA	NA	NA	NA
ENSG00000279403	0	NA	NA	NA	NA	NA
ENSG00000279404	0	NA	NA	NA	NA	NA
ENSG00000279405	0	NA	NA	NA	NA	NA
ENSG00000279406	9.766843628	0.121803241	0.239623731	0.50831043	0.611235657	NA
ENSG00000279407	2.049384704	0.05046575	0.13570439	0.371880012	0.709982188	NA
ENSG00000279408	0	NA	NA	NA	NA	NA
ENSG00000279409	1.370849785	-0.012256283	0.107749347	-0.113748092	0.909437488	NA
ENSG00000279410	0	NA	NA	NA	NA	NA
ENSG00000279411	0	NA	NA	NA	NA	NA
ENSG00000279412	0	NA	NA	NA	NA	NA
ENSG00000279413	0	NA	NA	NA	NA	NA
ENSG00000279414	0	NA	NA	NA	NA	NA
ENSG00000279415	0	NA	NA	NA	NA	NA
ENSG00000279416	0	NA	NA	NA	NA	NA
ENSG00000279417	0	NA	NA	NA	NA	NA
ENSG00000279418	0	NA	NA	NA	NA	NA
ENSG00000279419	0.231920346	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000279420	0	NA	NA	NA	NA	NA
ENSG00000279421	0	NA	NA	NA	NA	NA
ENSG00000279422	0	NA	NA	NA	NA	NA
ENSG00000279423	0	NA	NA	NA	NA	NA
ENSG00000279424	0	NA	NA	NA	NA	NA
ENSG00000279425	0	NA	NA	NA	NA	NA
ENSG00000279426	0	NA	NA	NA	NA	NA
ENSG00000279427	0	NA	NA	NA	NA	NA
ENSG00000279428	0	NA	NA	NA	NA	NA
ENSG00000279429	0	NA	NA	NA	NA	NA
ENSG00000279430	0.523878987	-0.036539802	0.066944304	-0.545823908	0.585186987	NA
ENSG00000279431	0	NA	NA	NA	NA	NA
ENSG00000279432	0	NA	NA	NA	NA	NA
ENSG00000279433	0.465155352	-0.00132883	0.066686821	-0.019926419	0.98410207	NA
ENSG00000279434	0.638352063	0.013293839	0.073237359	0.18151718	0.855961649	NA
ENSG00000279435	0	NA	NA	NA	NA	NA
ENSG00000279436	0	NA	NA	NA	NA	NA
ENSG00000279437	0	NA	NA	NA	NA	NA
ENSG00000279438	0	NA	NA	NA	NA	NA
ENSG00000279439	0	NA	NA	NA	NA	NA
ENSG00000279440	0	NA	NA	NA	NA	NA
ENSG00000279441	0	NA	NA	NA	NA	NA
ENSG00000279442	0	NA	NA	NA	NA	NA
ENSG00000279443	15.61599382	0.002487164	0.264851514	0.009390788	0.992507345	NA
ENSG00000279444	0	NA	NA	NA	NA	NA
ENSG00000279445	0	NA	NA	NA	NA	NA
ENSG00000279446	0	NA	NA	NA	NA	NA
ENSG00000279447	0	NA	NA	NA	NA	NA
ENSG00000279448	0	NA	NA	NA	NA	NA
ENSG00000279449	0	NA	NA	NA	NA	NA
ENSG00000279450	0	NA	NA	NA	NA	NA
ENSG00000279451	0	NA	NA	NA	NA	NA
ENSG00000279452	0	NA	NA	NA	NA	NA
ENSG00000279453	29.46516702	0.092686161	0.286019973	0.324054855	0.745896505	NA
ENSG00000279454	0	NA	NA	NA	NA	NA
ENSG00000279455	0	NA	NA	NA	NA	NA
ENSG00000279456	0.261939493	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000279457	40.99216257	0.292841846	0.289836815	1.010368012	0.312319007	NA
ENSG00000279458	0	NA	NA	NA	NA	NA
ENSG00000279459	0	NA	NA	NA	NA	NA
ENSG00000279460	0	NA	NA	NA	NA	NA
ENSG00000279461	12.29404961	-0.025083494	0.244980984	-0.102389556	0.918447473	NA
ENSG00000279462	0	NA	NA	NA	NA	NA
ENSG00000279463	0	NA	NA	NA	NA	NA
ENSG00000279464	3.59606052	0.100488889	0.158211344	0.635156026	0.52532666	NA
ENSG00000279465	0	NA	NA	NA	NA	NA
ENSG00000279466	0	NA	NA	NA	NA	NA
ENSG00000279467	0	NA	NA	NA	NA	NA
ENSG00000279468	0	NA	NA	NA	NA	NA
ENSG00000279469	0	NA	NA	NA	NA	NA
ENSG00000279470	0	NA	NA	NA	NA	NA
ENSG00000279471	0	NA	NA	NA	NA	NA
ENSG00000279472	0	NA	NA	NA	NA	NA
ENSG00000279473	0	NA	NA	NA	NA	NA
ENSG00000279474	0	NA	NA	NA	NA	NA
ENSG00000279475	0	NA	NA	NA	NA	NA
ENSG00000279476	0.231920346	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000279477	0	NA	NA	NA	NA	NA
ENSG00000279478	0	NA	NA	NA	NA	NA
ENSG00000279479	0	NA	NA	NA	NA	NA
ENSG00000279480	0	NA	NA	NA	NA	NA
ENSG00000279481	0	NA	NA	NA	NA	NA
ENSG00000279482	0	NA	NA	NA	NA	NA
ENSG00000279484	0	NA	NA	NA	NA	NA
ENSG00000279485	0	NA	NA	NA	NA	NA
ENSG00000279486	0	NA	NA	NA	NA	NA
ENSG00000279487	0	NA	NA	NA	NA	NA
ENSG00000279488	0	NA	NA	NA	NA	NA
ENSG00000279489	0	NA	NA	NA	NA	NA
ENSG00000279490	0	NA	NA	NA	NA	NA
ENSG00000279491	2.312638857	0.053289888	0.132367067	0.402591741	0.687248587	NA
ENSG00000279492	0	NA	NA	NA	NA	NA
ENSG00000279493	0	NA	NA	NA	NA	NA
ENSG00000279494	0.755799333	-0.055558356	0.07915472	-0.701895679	0.482744224	NA
ENSG00000279495	31.53265109	0.072282668	0.289001289	0.250111923	0.802500796	NA
ENSG00000279496	2.778139082	-0.141168609	0.153210436	-0.921403351	0.35683988	NA
ENSG00000279497	0	NA	NA	NA	NA	NA
ENSG00000279498	0	NA	NA	NA	NA	NA
ENSG00000279499	0	NA	NA	NA	NA	NA
ENSG00000279500	1.370849785	-0.012256283	0.107749347	-0.113748092	0.909437488	NA
ENSG00000279501	0	NA	NA	NA	NA	NA
ENSG00000279502	2.543244543	0.010188602	0.148418906	0.068647604	0.945270126	NA
ENSG00000279503	0	NA	NA	NA	NA	NA
ENSG00000279504	0	NA	NA	NA	NA	NA
ENSG00000279505	0	NA	NA	NA	NA	NA
ENSG00000279506	0	NA	NA	NA	NA	NA
ENSG00000279507	0	NA	NA	NA	NA	NA
ENSG00000279508	0	NA	NA	NA	NA	NA
ENSG00000279509	0	NA	NA	NA	NA	NA
ENSG00000279510	0	NA	NA	NA	NA	NA
ENSG00000279511	0	NA	NA	NA	NA	NA
ENSG00000279512	0	NA	NA	NA	NA	NA
ENSG00000279513	0	NA	NA	NA	NA	NA
ENSG00000279514	0	NA	NA	NA	NA	NA
ENSG00000279515	0	NA	NA	NA	NA	NA
ENSG00000279516	0	NA	NA	NA	NA	NA
ENSG00000279517	0	NA	NA	NA	NA	NA
ENSG00000279518	1.451215497	0.066459145	0.103752565	0.640554238	0.52181234	NA
ENSG00000279519	12.17873385	0.018100538	0.252829486	0.07159188	0.942926703	NA
ENSG00000279520	0	NA	NA	NA	NA	NA
ENSG00000279521	0	NA	NA	NA	NA	NA
ENSG00000279522	32.69081106	-0.169983327	0.288596877	-0.588999193	0.555861815	NA
ENSG00000279523	0	NA	NA	NA	NA	NA
ENSG00000279524	0	NA	NA	NA	NA	NA
ENSG00000279525	0	NA	NA	NA	NA	NA
ENSG00000279526	0	NA	NA	NA	NA	NA
ENSG00000279527	0	NA	NA	NA	NA	NA
ENSG00000279529	0	NA	NA	NA	NA	NA
ENSG00000279530	0	NA	NA	NA	NA	NA
ENSG00000279531	0	NA	NA	NA	NA	NA
ENSG00000279532	0	NA	NA	NA	NA	NA
ENSG00000279533	0	NA	NA	NA	NA	NA
ENSG00000279534	0	NA	NA	NA	NA	NA
ENSG00000279535	0.203215858	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000279536	0	NA	NA	NA	NA	NA
ENSG00000279537	0	NA	NA	NA	NA	NA
ENSG00000279538	0	NA	NA	NA	NA	NA
ENSG00000279539	1.654776228	-0.098017637	0.119759592	-0.818453333	0.413098379	NA
ENSG00000279540	0	NA	NA	NA	NA	NA
ENSG00000279541	0	NA	NA	NA	NA	NA
ENSG00000279542	0	NA	NA	NA	NA	NA
ENSG00000279543	0	NA	NA	NA	NA	NA
ENSG00000279544	0	NA	NA	NA	NA	NA
ENSG00000279545	0	NA	NA	NA	NA	NA
ENSG00000279546	0	NA	NA	NA	NA	NA
ENSG00000279547	0	NA	NA	NA	NA	NA
ENSG00000279548	0	NA	NA	NA	NA	NA
ENSG00000279549	1.799565625	0.07937916	0.111462937	0.712157443	0.476367286	NA
ENSG00000279550	0	NA	NA	NA	NA	NA
ENSG00000279551	0	NA	NA	NA	NA	NA
ENSG00000279553	0	NA	NA	NA	NA	NA
ENSG00000279554	0	NA	NA	NA	NA	NA
ENSG00000279555	0	NA	NA	NA	NA	NA
ENSG00000279556	0	NA	NA	NA	NA	NA
ENSG00000279557	3.470878226	0.245458509	0.1566596	1.566827116	0.117155107	NA
ENSG00000279558	0	NA	NA	NA	NA	NA
ENSG00000279559	0	NA	NA	NA	NA	NA
ENSG00000279560	0	NA	NA	NA	NA	NA
ENSG00000279561	1.773538158	-0.125133702	0.116230836	-1.076596426	0.281660602	NA
ENSG00000279562	0	NA	NA	NA	NA	NA
ENSG00000279563	10.23710468	0.000123411	0.24118181	0.000511692	0.999591729	NA
ENSG00000279564	0	NA	NA	NA	NA	NA
ENSG00000279565	0	NA	NA	NA	NA	NA
ENSG00000279567	0	NA	NA	NA	NA	NA
ENSG00000279568	0.523878987	-0.036539802	0.066944304	-0.545823908	0.585186987	NA
ENSG00000279569	0	NA	NA	NA	NA	NA
ENSG00000279570	0	NA	NA	NA	NA	NA
ENSG00000279571	1.336742421	0.020620562	0.099656567	0.206916242	0.836075272	NA
ENSG00000279572	0	NA	NA	NA	NA	NA
ENSG00000279573	0	NA	NA	NA	NA	NA
ENSG00000279574	0	NA	NA	NA	NA	NA
ENSG00000279575	0	NA	NA	NA	NA	NA
ENSG00000279576	0	NA	NA	NA	NA	NA
ENSG00000279578	0	NA	NA	NA	NA	NA
ENSG00000279579	0	NA	NA	NA	NA	NA
ENSG00000279580	0	NA	NA	NA	NA	NA
ENSG00000279581	0	NA	NA	NA	NA	NA
ENSG00000279582	0	NA	NA	NA	NA	NA
ENSG00000279583	0	NA	NA	NA	NA	NA
ENSG00000279584	1.352309006	0.071135672	0.109325935	0.65067518	0.515256188	NA
ENSG00000279585	0	NA	NA	NA	NA	NA
ENSG00000279586	0	NA	NA	NA	NA	NA
ENSG00000279587	0.463840692	-0.034889643	0.066728723	-0.522857949	0.60107311	NA
ENSG00000279588	0	NA	NA	NA	NA	NA
ENSG00000279589	0.493859839	-0.035572026	0.066803789	-0.532485166	0.594390013	NA
ENSG00000279590	0	NA	NA	NA	NA	NA
ENSG00000279591	1.886696574	-0.114615352	0.126251259	-0.90783532	0.363965234	NA
ENSG00000279592	0	NA	NA	NA	NA	NA
ENSG00000279593	0	NA	NA	NA	NA	NA
ENSG00000279594	0	NA	NA	NA	NA	NA
ENSG00000279595	0	NA	NA	NA	NA	NA
ENSG00000279596	0	NA	NA	NA	NA	NA
ENSG00000279597	0	NA	NA	NA	NA	NA
ENSG00000279598	0	NA	NA	NA	NA	NA
ENSG00000279599	0	NA	NA	NA	NA	NA
ENSG00000279600	0.812863434	0.049888236	0.074974737	0.665400622	0.505794287	NA
ENSG00000279601	0	NA	NA	NA	NA	NA
ENSG00000279602	5.794025665	0.173603309	0.203702696	0.852238645	0.394081652	NA
ENSG00000279603	0	NA	NA	NA	NA	NA
ENSG00000279604	0	NA	NA	NA	NA	NA
ENSG00000279605	0.203215858	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000279606	0	NA	NA	NA	NA	NA
ENSG00000279607	0	NA	NA	NA	NA	NA
ENSG00000279608	0	NA	NA	NA	NA	NA
ENSG00000279609	0	NA	NA	NA	NA	NA
ENSG00000279610	0	NA	NA	NA	NA	NA
ENSG00000279611	0	NA	NA	NA	NA	NA
ENSG00000279613	0.203215858	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000279615	0	NA	NA	NA	NA	NA
ENSG00000279616	0	NA	NA	NA	NA	NA
